"CNPJ";"Beneficiário";"Nome Fantasia";"UF";"Município";"CNAE";"Benefício Fiscal";"Valor Renunciado(R$)";
"68.020.189/0001-18";"CENTRO EDUCACIONAL DE SANTOS LTDA";"UNIVERSITAS";"SÃO PAULO";"SANTOS";"85201 - Ensino médio";"Programa de Alimentação do Trabalhador";"3.374,59";
"35.411.745/0001-28";"BUFFET ESPACO HEDWIG EVENTOS LTDA.";"";"SÃO PAULO";"SANTOS";"82300 - Atividades de organização de eventos, exceto culturais e esportivos";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"3.442,12";
"42.492.541/0001-24";"OLGAX COMERCIO IMPORTACAO E EXPORTACAO LTDA";"OLGAX COMERCIO IMPORTACAO E EXPORTACAO";"SÃO PAULO";"SANTOS";"47440 - Comércio varejista de ferragens, madeira e materiais de construção";"PIS";"3.448,00";
"24.571.325/0001-92";"DROGARIA CENTRAL SANTOS DUMONT LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"47717 - Comércio varejista de produtos farmacêuticos para uso humano e veterinário";"Empresa Cidadã";"3.475,32";
"05.754.251/0001-85";"TECH TRONIC COMERCIO DE APARELHOS DE COMUNICACAO LTDA";"";"SÃO PAULO";"SANTOS";"61108 - Telecomunicações por fio";"COFINS";"3.508,00";
"03.853.742/0001-58";"MARSAIOLI & MARSAIOLI ADVOGADOS ASSOCIADOS";"";"SÃO PAULO";"SANTOS";"69117 - Atividades jurídicas, exceto cartórios";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"3.587,10";
"05.934.848/0001-01";"M V DA SILVA RAMOS COMERCIAL LTDA";"MULTIMPORT";"SÃO PAULO";"SANTOS";"47440 - Comércio varejista de ferragens, madeira e materiais de construção";"COFINS";"3.697,00";
"01.115.705/0001-17";"LOGITRADE REPRESENTACAO, TRANSPORTES E COMERCIO INTERNACIONAL LTDA";"LOGITRADE";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"3.795,01";
"51.979.359/0001-93";"STOLTHAVEN SANTOS LTDA";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"COFINS";"3.843,00";
"24.228.179/0001-05";"BRAZTECH COMPONENTES PARA ELEVADORES LTDA";"";"SÃO PAULO";"SANTOS";"46141 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves";"COFINS";"3.857,00";
"46.172.474/0001-11";"MESQUITA LOCACOES LTDA";"";"SÃO PAULO";"SANTOS";"77195 - Locação de meios de transporte, exceto automóveis, sem condutor";"Fundos de Direitos da Criança e do Adolescente";"4.003,53";
"07.483.834/0001-44";"SANSAFETY DO BRASIL FABRICACAO E IMPORTACAO DE EQUIPAMENTOS LTDA";"SANSAFETY DO BRASIL";"SÃO PAULO";"SANTOS";"47814 - Comércio varejista de artigos do vestuário e acessórios";"PIS";"4.015,00";
"12.866.525/0001-93";"A&H IMPORTADORA E EXPORTADORA LTDA";"A. H. FUN GIFTS";"SÃO PAULO";"SANTOS";"46478 - Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";"IPI";"4.053,00";
"15.249.751/0001-13";"L. S. DE SOUSA COMERCIAL LTDA";"TIGER COMMERCE";"SÃO PAULO";"SANTOS";"46893 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"PIS";"4.119,00";
"01.773.119/0001-60";"EMPRESA DE COMUNICACAO PRM LTDA";"";"SÃO PAULO";"SANTOS";"60217 - Atividades de televisão aberta";"PIS";"4.137,00";
"05.436.047/0002-05";"SAAM TOWAGE BRASIL S.A.";"";"SÃO PAULO";"SANTOS";"50301 - Navegação de apoio";"COFINS";"4.148,00";
"07.034.405/0001-90";"UNITER ADMINISTRACAO DE BENS LTDA.";"UNITER ADMINISTRACAO DE BENS LTDA.";"SÃO PAULO";"SANTOS";"68102 - Atividades imobiliárias de imóveis próprios";"Programa de Alimentação do Trabalhador";"4.303,66";
"04.684.647/0001-30";"ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A";"";"SÃO PAULO";"SANTOS";"66126 - Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias";"Programa de Alimentação do Trabalhador";"4.324,35";
"43.140.892/0001-39";"AME COZINHA ELETRO E UTENSILIOS LTDA";"";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"Imposto de Importação";"4.351,00";
"13.943.376/0001-81";"SILVAS TRANSPORTES E SERVICOS LTDA";"SILVAS TRANSPORTES E SERVICOS";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"4.385,00";
"04.027.894/0001-64";"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.";"DUPATRI HOSPITALAR";"SÃO PAULO";"SANTOS";"46443 - Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"Fundos do Idoso";"4.483,00";
"04.793.780/0001-25";"UNIOCEAN AGENCIA MARITIMA LTDA.";"UNIOCEAN";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"4.634,13";
"09.379.862/0003-03";"CLARK SUL TRANSMISSOES E TORQUES LTDA";"CLARK SUL";"SÃO PAULO";"SANTOS";"47890 - Comércio varejista de outros produtos novos não especificados anteriormente";"IPI";"4.666,00";
"37.245.527/0001-96";"37.245.527 DIEGO DE PAULA SERRAO";"DS TRANSPORTES EXPRESS & LOGISTICA";"SÃO PAULO";"SANTOS";"53202 - Atividades de malote e de entrega";"IPI";"4.754,00";
"08.783.287/0001-85";"APL SOLUCOES DE LOGISTICA LTDA.";"APL LOGISTICA DO BRASIL";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"PIS";"4.805,00";
"07.450.439/0001-65";"BARRETUR TRANSPORTES LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"4.937,28";
"35.411.745/0001-28";"BUFFET ESPACO HEDWIG EVENTOS LTDA.";"";"SÃO PAULO";"SANTOS";"82300 - Atividades de organização de eventos, exceto culturais e esportivos";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"4.945,68";
"05.061.157/0001-40";"BOWLINE MARINE & CARGO CONSULTANTS LTDA";"";"SÃO PAULO";"SANTOS";"71197 - Atividades técnicas relacionadas à arquitetura e engenharia";"IPI";"4.997,00";
"24.228.179/0001-05";"BRAZTECH COMPONENTES PARA ELEVADORES LTDA";"";"SÃO PAULO";"SANTOS";"46141 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves";"Imposto de Importação";"5.070,00";
"28.888.674/0001-93";"MILLENNIUM IMPORTACAO E EXPORTACAO LTDA";"MILLENNIUM";"SÃO PAULO";"SANTOS";"46494 - Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"Imposto de Importação";"5.105,00";
"62.303.888/0001-99";"RADIO CULTURA FM SANTOS LTDA.";"MIX FM SANTOS";"SÃO PAULO";"SANTOS";"60101 - Atividades de rádio";"PIS";"5.129,00";
"04.211.171/0001-10";"RUIVO & RUIVO COMERCIO DE ADESIVOS E LETREIROS LTDA";"XIS DESIGN COMUNICACAO VISUAL";"SÃO PAULO";"SANTOS";"32990 - Fabricação de produtos diversos não especificados anteriormente";"PIS";"5.159,00";
"05.436.047/0002-05";"SAAM TOWAGE BRASIL S.A.";"";"SÃO PAULO";"SANTOS";"50301 - Navegação de apoio";"Imposto de Importação";"5.270,00";
"00.945.362/0003-17";"RIMAC IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA.";"RIMAC IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA.";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"PIS";"5.276,00";
"37.245.527/0001-96";"37.245.527 DIEGO DE PAULA SERRAO";"DS TRANSPORTES EXPRESS & LOGISTICA";"SÃO PAULO";"SANTOS";"53202 - Atividades de malote e de entrega";"COFINS";"5.290,00";
"00.831.373/0053-35";"LOUIS DREYFUS COMPANY SUCOS S.A";"LOUIS DREYFUS COMPANY SUCOS";"SÃO PAULO";"SANTOS";"10333 - Fabricação de sucos de frutas, hortaliças e legumes";"PIS";"5.515,00";
"30.575.558/0001-66";"MARIANA GUARNIERI DE CAMPOS TEBET";"IAGUATA ARTE, ARQUITETURA E PAISAGEM";"SÃO PAULO";"SANTOS";"71111 - Serviços de arquitetura";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"5.515,10";
"19.916.528/0001-33";"CV ENGENHARIA E NEGOCIOS LTDA";"***************";"SÃO PAULO";"SANTOS";"71120 - Serviços de engenharia";"PIS";"5.798,00";
"04.272.637/0001-98";"AGEO NORTE TERMINAIS E ARMAZENS GERAIS S.A";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"PIS";"5.835,00";
"04.510.360/0001-94";"DJJ LOCACAO DE EQUIPAMENTOS LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"77322 - Aluguel de máquinas e equipamentos para construção sem operador";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"5.845,92";
"09.473.511/0001-03";"MULTISEAS AGENCIAMENTOS MARITIMOS LTDA";"MULTISEAS AGENCIAMENTOS MARITIMOS";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"5.970,30";
"10.733.630/0001-29";"WXM TECNOLOGIA E AUTOMACAO LTDA";"HTS BRASIL";"SÃO PAULO";"SANTOS";"47512 - Comércio varejista especializado de equipamentos e suprimentos de informática";"COFINS";"5.985,00";
"31.060.811/0001-01";"PV8 SBC PECAS PARA AR CONDICIONADO AUTOMOTIVO LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"5.994,00";
"15.021.849/0001-19";"RADIO HOLLAND BRAZIL SERVICOS MARITIMOS LTDA";"RADIO HOLLAND BRAZIL";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"COFINS";"5.998,00";
"05.488.675/0001-45";"ARGUS BRASIL SERVICOS E COMERCIO LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"6.098,00";
"28.888.674/0001-93";"MILLENNIUM IMPORTACAO E EXPORTACAO LTDA";"MILLENNIUM";"SÃO PAULO";"SANTOS";"46494 - Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"IPI";"6.126,00";
"37.245.527/0001-96";"37.245.527 DIEGO DE PAULA SERRAO";"DS TRANSPORTES EXPRESS & LOGISTICA";"SÃO PAULO";"SANTOS";"53202 - Atividades de malote e de entrega";"Imposto de Importação";"6.139,00";
"00.622.992/0001-99";"GREVILLE ASSESSORIA LTDA";"GREVILLE ASSESSORIAS";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"PIS";"6.156,00";
"00.034.616/0001-83";"COMPANHIA DE ENGENHARIA DE TRAFEGO DE SANTOS - CET - SANTOS";"CET - SANTOS";"SÃO PAULO";"SANTOS";"84116 - Administração pública em geral";"Empresa Cidadã";"6.189,77";
"05.934.848/0001-01";"M V DA SILVA RAMOS COMERCIAL LTDA";"MULTIMPORT";"SÃO PAULO";"SANTOS";"47440 - Comércio varejista de ferragens, madeira e materiais de construção";"Imposto de Importação";"6.248,00";
"02.292.595/0001-21";"ATLANTIS TERMINAIS DE CARGAS LTDA.";"";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Programa de Alimentação do Trabalhador";"6.596,40";
"17.263.166/0001-01";"NJR COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"NJR IMPORTACAO";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"IPI";"6.602,00";
"33.943.318/0001-65";"RAPHAEL MATOS DE PAULA";"CLASSY DECOR";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"PIS";"6.611,00";
"00.955.354/0001-90";"EQUIPORT EQUIPAMENTOS PARA PORTOS LTDA";"";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"PIS";"6.624,00";
"09.260.988/0001-00";"DONNI COMERCIO DE MOBILIARIO CORPORATIVO LTDA";"";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"PIS";"6.664,00";
"62.356.878/0002-00";"EISA - EMPRESA INTERAGRICOLA S/A";"INTERAGRICOLA";"SÃO PAULO";"SANTOS";"46214 - Comércio atacadista de café em grão";"PIS";"6.806,00";
"07.028.528/0054-20";"OLAM AGRICOLA LTDA.";"";"SÃO PAULO";"SANTOS";"46214 - Comércio atacadista de café em grão";"COFINS";"7.026,00";
"51.068.286/0001-88";"SOARES EMBALAGENS LTDA";"";"SÃO PAULO";"SANTOS";"13596 - Fabricação de outros produtos têxteis não especificados anteriormente";"PIS";"7.130,00";
"26.848.429/0001-27";"GRANPRIME TRANSPORTES E LOCACOES LTDA";"GRANPRIME VANS";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"7.204,89";
"05.210.375/0001-08";"TRISKEL BRAZIL LTDA";"";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"Imposto de Importação";"7.258,00";
"05.754.251/0001-85";"TECH TRONIC COMERCIO DE APARELHOS DE COMUNICACAO LTDA";"";"SÃO PAULO";"SANTOS";"61108 - Telecomunicações por fio";"IPI";"7.270,00";
"33.182.809/0017-06";"SGS DO BRASIL LTDA";"";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"COFINS";"7.323,00";
"07.028.528/0054-20";"OLAM AGRICOLA LTDA.";"";"SÃO PAULO";"SANTOS";"46214 - Comércio atacadista de café em grão";"Imposto de Importação";"7.389,00";
"05.150.550/0006-15";"GREENYARD FRESH BRAZIL LTDA";"";"SÃO PAULO";"SANTOS";"46338 - Comércio atacadista de hortifrutigranjeiros";"Imposto de Importação";"7.400,00";
"17.567.980/0001-01";"TRON COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"47822 - Comércio varejista de calçados e artigos de viagem";"IPI";"7.432,00";
"19.984.198/0001-13";"BETTER LIFE IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E ALIMENTICIOS LTDA";"LUNA PARK";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"PIS";"7.482,00";
"28.971.936/0005-02";"LOG-IN MARITIMA CABOTAGEM LTDA.";"";"SÃO PAULO";"SANTOS";"50114 - Transporte marítimo de cabotagem";"COFINS";"7.488,00";
"05.888.819/0001-50";"R.D.C. COMERCIO DE GENEROS ALIMENTICIOS LTDA";"MERCADO COLOSSO";"SÃO PAULO";"SANTOS";"47121 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"Pronac - Programa Nacional de Apoio à Cultura - Dedução do Imposto de Renda";"7.516,98";
"21.550.042/0001-76";"OSAN PLANOS LTDA";"";"SÃO PAULO";"SANTOS";"96033 - Atividades funerárias e serviços relacionados";"Programa de Alimentação do Trabalhador";"7.607,21";
"15.202.367/0001-65";"BRAZILIAN OCEAN LTDA";"BRAZILIAN OCEAN";"SÃO PAULO";"SANTOS";"46931 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"COFINS";"7.617,00";
"03.626.798/0001-70";"DAVITA SERVICOS DE NEFROLOGIA SANTOS LTDA.";"DAVITA";"SÃO PAULO";"SANTOS";"86402 - Atividades de serviços de complementação diagnóstica e terapêutica";"Programa de Alimentação do Trabalhador";"7.648,86";
"43.540.623/0001-60";"IMPORTADORA DE SEMENTES RESULTADO LTDA";"";"SÃO PAULO";"SANTOS";"46231 - Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"PIS";"7.787,00";
"33.182.809/0017-06";"SGS DO BRASIL LTDA";"";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"IPI";"7.802,00";
"23.836.222/0001-44";"WORLD PRECISION INSTRUMENTS BRASIL LTDA";"WPI BRASIL";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"COFINS";"7.908,00";
"51.979.359/0001-93";"STOLTHAVEN SANTOS LTDA";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"Imposto de Importação";"8.044,00";
"52.223.427/0004-03";"RODRIMAR S/A TRANSP. EQUIP. INDUSTRIAIS E ARM.GERAIS EM RECUPERACAO JUDICIAL";"RODRIMAR";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"PIS";"8.131,00";
"27.637.346/0001-51";"TN SANTOS CONTROLE DE PRAGAS LTDA";"";"SÃO PAULO";"SANTOS";"81222 - Imunização e controle de pragas urbanas";"PIS";"8.209,00";
"00.945.362/0003-17";"RIMAC IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA.";"RIMAC IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA.";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"IPI";"8.340,00";
"17.696.895/0001-43";"RED ALIMENTOS - COMERCIO DE PRODUTOS ALIMENTICIOS LTDA";"";"SÃO PAULO";"SANTOS";"46320 - Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas";"PIS";"8.375,00";
"17.263.166/0001-01";"NJR COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"NJR IMPORTACAO";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"PIS";"8.438,00";
"28.324.225/0001-12";"AF GLOBAL BUSINESS COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"AF GLOBAL BUSINESS COM. IMP. E EXP. LTDA";"SÃO PAULO";"SANTOS";"47245 - Comércio varejista de hortifrutigranjeiros";"PIS";"8.445,00";
"27.206.917/0001-01";"LH DO BRASIL COMERCIO VAREJISTA E ATACADISTA  LTDA";"LUCY HOME";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"IPI";"8.687,00";
"09.379.862/0003-03";"CLARK SUL TRANSMISSOES E TORQUES LTDA";"CLARK SUL";"SÃO PAULO";"SANTOS";"47890 - Comércio varejista de outros produtos novos não especificados anteriormente";"COFINS";"8.718,00";
"42.492.541/0001-24";"OLGAX COMERCIO IMPORTACAO E EXPORTACAO LTDA";"OLGAX COMERCIO IMPORTACAO E EXPORTACAO";"SÃO PAULO";"SANTOS";"47440 - Comércio varejista de ferragens, madeira e materiais de construção";"IPI";"9.097,00";
"58.200.015/0001-83";"MUNICIPIO DE SANTOS";"";"SÃO PAULO";"SANTOS";"84116 - Administração pública em geral";"COFINS";"9.121,00";
"30.575.558/0001-66";"MARIANA GUARNIERI DE CAMPOS TEBET";"IAGUATA ARTE, ARQUITETURA E PAISAGEM";"SÃO PAULO";"SANTOS";"71111 - Serviços de arquitetura";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"9.191,83";
"18.018.793/0001-31";"AUTO POSTO BARTOLOMEU DE GUSMAO II LTDA.";"";"SÃO PAULO";"SANTOS";"47318 - Comércio varejista de combustíveis para veículos automotores";"Programa de Alimentação do Trabalhador";"9.202,77";
"05.210.375/0001-08";"TRISKEL BRAZIL LTDA";"";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"PIS";"9.212,00";
"32.597.053/0001-28";"MARCEL MORAES SANTOS";"ROXO TREINAMENTO";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"9.383,79";
"18.991.455/0001-81";"POSTO FIGUEIREDO LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"47318 - Comércio varejista de combustíveis para veículos automotores";"Programa de Alimentação do Trabalhador";"9.464,47";
"28.971.936/0005-02";"LOG-IN MARITIMA CABOTAGEM LTDA.";"";"SÃO PAULO";"SANTOS";"50114 - Transporte marítimo de cabotagem";"Imposto de Importação";"9.483,00";
"10.633.322/0001-21";"MAURICIO LUIZ BELCHIOR";"BELK'S COMPANY";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"COFINS";"9.490,00";
"47.787.056/0001-00";"EFX LOGISTICA IMPORTACAO, EXPORTACAO E COMERCIO INTERNACIONAL LTDA";"";"SÃO PAULO";"SANTOS";"46419 - Comércio atacadista de tecidos, artefatos de tecidos e de armarinho";"COFINS";"9.571,00";
"33.182.809/0017-06";"SGS DO BRASIL LTDA";"";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"Imposto de Importação";"9.582,00";
"96.452.545/0001-08";"HAPAG-LLOYD BRASIL AGENCIAMENTO MARITIMO LTDA.";"";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"9.674,47";
"05.515.245/0001-75";"PIATEC CONSTRUCOES LTDA";"NAO POSSUI NOME FANTASIA";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"IPI";"9.813,00";
"58.251.711/0001-19";"INSTITUTO SUPERIOR DE EDUCACAO SANTA CECILIA";"";"SÃO PAULO";"SANTOS";"85317 - Educação superior - graduação";"PIS";"9.900,00";
"38.383.051/0001-12";"GEO RESOURCES BRASIL LTDA";"";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"PIS";"10.146,00";
"30.119.943/0001-07";"VEM QUE TEM IMPORTADORA E EXPORTADORA LTDA";"VEM QUE TEM";"SÃO PAULO";"SANTOS";"47555 - Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"COFINS";"10.236,00";
"16.819.589/0001-94";"MIX TRANSPORTE E TURISMO LTDA";"MIX TRANSPORTES";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"10.236,25";
"12.866.525/0001-93";"A&H IMPORTADORA E EXPORTADORA LTDA";"A. H. FUN GIFTS";"SÃO PAULO";"SANTOS";"46478 - Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";"PIS";"10.453,00";
"09.667.110/0002-67";"DRESSER MOTORS DO BRASIL INDUSTRIA E COMERCIO LTDA.";"DRESSER MOTORS DO BRASIL INDUSTRIA E COMERCIO LTD";"SÃO PAULO";"SANTOS";"30911 - Fabricação de motocicletas";"IPI";"10.555,00";
"18.712.309/0001-70";"CONTROL CLEAN SERVICOS ESPECIALIZADOS LTDA";"";"SÃO PAULO";"SANTOS";"81117 - Serviços combinados para apoio a edifícios, exceto condomínios prediais";"Pronac - Programa Nacional de Apoio à Cultura - Dedução do Imposto de Renda";"10.590,00";
"15.726.397/0001-70";"CGM LOGISTICA LTDA";"CGM LOGISTICA";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"10.632,68";
"10.733.630/0001-29";"WXM TECNOLOGIA E AUTOMACAO LTDA";"HTS BRASIL";"SÃO PAULO";"SANTOS";"47512 - Comércio varejista especializado de equipamentos e suprimentos de informática";"IPI";"10.817,00";
"23.063.656/0001-59";"BM VANS E ONIBUS LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"10.817,31";
"58.241.662/0001-33";"PEPASA - PLASTICOS DE ENGENHARIA S/A";"";"SÃO PAULO";"SANTOS";"20312 - Fabricação de resinas termoplásticas";"Programa de Alimentação do Trabalhador";"10.866,98";
"08.680.888/0001-62";"MSC MEDITERRANEAN LOGISTICA LTDA.";"MEDLOG";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Fundos de Direitos da Criança e do Adolescente";"10.933,00";
"04.279.483/0001-66";"NOVOA EMPREENDIMENTOS, ASSESSORIA, CONSULTORIA E SERVICOS LTDA";"ADCONMED";"SÃO PAULO";"SANTOS";"68226 - Gestão e administração da propriedade imobiliária";"Programa de Alimentação do Trabalhador";"10.964,27";
"10.733.630/0001-29";"WXM TECNOLOGIA E AUTOMACAO LTDA";"HTS BRASIL";"SÃO PAULO";"SANTOS";"47512 - Comércio varejista especializado de equipamentos e suprimentos de informática";"Imposto de Importação";"11.021,00";
"32.875.314/0001-24";"RV CARVALHO LONGUINE LTDA";"RV CARVALHO";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"11.433,60";
"09.379.862/0003-03";"CLARK SUL TRANSMISSOES E TORQUES LTDA";"CLARK SUL";"SÃO PAULO";"SANTOS";"47890 - Comércio varejista de outros produtos novos não especificados anteriormente";"Imposto de Importação";"11.461,00";
"02.406.691/0001-53";"COPABO INFRA - ESTRUTURA MARITIMA LTDA";"COPABO INFRA - ESTRUTURA MARITIMA";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"11.504,99";
"29.445.503/0001-52";"MTM TRADING LTDA";"MTM TRADING GLOBAL";"SÃO PAULO";"SANTOS";"46346 - Comércio atacadista de carnes, produtos da carne e pescado";"COFINS";"11.510,00";
"23.836.222/0001-44";"WORLD PRECISION INSTRUMENTS BRASIL LTDA";"WPI BRASIL";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"Imposto de Importação";"11.523,00";
"05.888.819/0001-50";"R.D.C. COMERCIO DE GENEROS ALIMENTICIOS LTDA";"MERCADO COLOSSO";"SÃO PAULO";"SANTOS";"47121 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"Programa de Alimentação do Trabalhador";"11.680,47";
"38.383.051/0001-12";"GEO RESOURCES BRASIL LTDA";"";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"IPI";"11.837,00";
"58.200.015/0001-83";"MUNICIPIO DE SANTOS";"";"SÃO PAULO";"SANTOS";"84116 - Administração pública em geral";"Imposto de Importação";"11.990,00";
"23.600.897/0001-90";"SD - IMPLANT - DISTRIBUIDORA DE PRODUTOS MEDICOS, HOSPITALARES, IMPORTACAO E EXPORTACAO LTDA";"SD-IMPLANT-DISTRIB.DE PROD. MEDICOS , HOSPITALARES";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"PIS";"12.214,00";
